parcel_ref,bienes_superficie,bienes_sin_v,bienes_fantasma,m2_recuperados,m2_fantasma
1853928VK4815D,1,0,0,33,0
1853944VK4815D,1,0,0,33,0
1853959VK4815D,1,0,0,32,0
1150618VK4185A,0,0,1,0,356
1853972VK4815D,1,0,0,15,0
1853974VK4815D,1,0,0,15,0
1853976VK4815D,1,0,0,15,0
1853977VK4815D,1,0,0,15,0
1853994VK4815D,1,0,0,15,0
1853996VK4815D,1,0,0,15,0
7659508VK3775H,1,0,0,9,0
7659506VK3775H,1,0,0,2,0
7858306VK3775H,1,0,0,39,0
7857411VK3775H,1,0,0,9,0
7859803VK3775H,1,0,0,4,0
8155204VK3785E,1,0,0,88,0
9261116VK3796A,1,0,0,204,0
9160702VK3796A,1,0,0,593,0
9359802VK3795G,1,0,0,57,0
9157713VK3795E,1,0,0,68,0
9450114VK3795A,1,0,0,13,0
7398126VK3779G,1,0,0,53,0
8399420VK3789G,1,0,0,57,0
7398159VK3779G,1,0,0,16,0
8695313VK3789F,1,0,0,4,0
8796317VK3789F,2,0,0,19,0
7278804VK3777G,1,0,0,28,0
7803857VK3870D,1,0,0,30,0
7803843VK3870D,1,0,0,29,0
7803852VK3870D,1,0,0,82,0
7398177VK3779G,1,0,0,51,0
9388869VK3798G,1,0,0,16,0
8103434VK3880C,1,0,0,63,0
8103435VK3880C,1,0,0,77,0
8695384VK3789F,1,0,0,22,0
8601217VK3880B,1,0,0,31,0
8601218VK3880B,1,0,0,37,0
8601223VK3880B,1,0,0,24,0
9388864VK3798G,1,0,0,12,0
8695505VK3789F,1,0,0,34,0
8695534VK3789F,1,0,0,25,0
8978206VK3787H,0,0,1,0,138
8695510VK3789F,1,0,0,24,0
8796312VK3789F,1,0,0,1,0
9286107VK3798E,1,0,0,9,0
8396703VK3789E,1,0,0,32,0
8297408VK3789G,1,0,0,43,0
8695321VK3789F,1,0,0,2,0
8695326VK3789F,1,0,0,2,0
8695344VK3789F,1,0,0,2,0
8695335VK3789F,1,0,0,20,0
8795734VK3789F,1,0,0,9,0
8695366VK3789F,1,0,0,58,0
8595314VK3789F,1,0,0,5,0
8994407VK3789D,1,0,0,20,0
8595325VK3789F,1,0,0,27,0
8601209VK3880B,1,0,0,4,0
8103412VK3880C,1,0,0,176,0
8301403VK3880A,1,0,0,15,0
8301420VK3880A,1,0,0,121,0
8399401VK3789G,1,0,0,73,0
8399402VK3789G,1,0,0,83,0
8399410VK3789G,1,0,0,29,0
8399422VK3789G,1,0,0,24,0
8299403VK3789G,1,0,0,36,0
7398141VK3779G,1,0,0,65,0
6707305VK3860F,1,0,0,78,0
8296403VK3789E,1,0,0,56,0
8296404VK3789E,1,0,0,48,0
8199907VK3789G,1,0,0,71,0
7803825VK3870D,1,0,0,50,0
7803838VK3870D,1,0,0,54,0
8003305VK3880C,1,0,0,30,0
8003309VK3880C,1,0,0,71,0
6806208VK3860F,1,0,0,54,0
6806201VK3860F,1,0,0,59,0
7398153VK3779G,1,0,0,54,0
7803821VK3870D,1,0,0,50,0
8799240VK3789H,1,0,0,12,0
6707327VK3860F,1,0,0,20,0
7398192VK3779G,1,0,0,24,0
7398199VK3779G,1,0,0,24,0
8505625VK3880F,1,0,0,18,0
9601706VK3890B,1,0,0,10,0
9700204VK3890B,1,0,0,7,0
8799737VK3789H,1,0,0,32,0
8603845VK3880D,1,0,0,31,0
9598917VK3799H,1,0,0,10,0
9599705VK3799H,1,0,0,3,0
9799405VK3799H,1,0,0,8,0
9699607VK3799H,1,0,0,4,0
9699606VK3799H,1,0,0,4,0
9699701VK3799H,1,0,0,6,0
8505609VK3880F,1,0,0,7,0
8505627VK3880F,1,0,0,23,0
9891110VK3799B,1,0,0,56,0
8701604VK3880B,1,0,0,1,0
8799706VK3789H,1,0,0,18,0
8898308VK3789H,1,0,0,4,0
8898336VK3789H,1,0,0,25,0
8898328VK3789H,1,0,0,2,0
8703701VK3880D,1,0,0,4,0
8703705VK3880D,1,0,0,19,0
9700211VK3890B,1,0,0,12,0
8799704VK3789H,1,0,0,3,0
8898345VK3789H,1,0,0,32,0
44993D9VK3840A,1,0,0,48,0
44993E6VK3840A,1,0,0,48,0
3997513VK3739H,1,0,0,52,0
3997514VK3739H,1,0,0,200,0
5201278VK3850A,1,0,0,16,0
5201279VK3850A,1,0,0,18,0
5201280VK3850A,1,0,0,17,0
5201260VK3850A,1,0,0,24,0
5201262VK3850A,1,0,0,25,0
5201263VK3850A,1,0,0,25,0
5201266VK3850A,1,0,0,17,0
4798230VK3749H,1,0,0,32,0
5098930VK3749H,1,0,0,39,0
44993C1VK3840A,1,0,0,35,0
44993B4VK3840A,1,0,0,47,0
44993F0VK3840A,1,0,0,43,0
44993F1VK3840A,1,0,0,29,0
44993F2VK3840A,1,0,0,43,0
3299909VK3739G,1,0,0,49,0
3100920VK3830A,1,0,0,40,0
44993G2VK3840A,1,0,0,21,0
44993H1VK3840A,1,0,0,71,0
44993H2VK3840A,1,0,0,71,0
44993H9VK3840A,1,0,0,37,0
4508438VK3840H,1,0,0,314,0
4508431VK3840H,1,0,0,65,0
4508430VK3840H,1,0,0,73,0
3905907VK3830F,1,0,0,755,0
3905912VK3830F,1,0,0,767,0
3905919VK3830F,1,0,0,188,0
4804306VK3840D,1,0,0,87,0
2702701VK3820B,1,0,0,45,0
4499302VK3840A,1,0,0,56,0
4499328VK3840A,1,0,0,69,0
4506601VK3840F,1,0,0,83,0
4506602VK3840F,1,0,0,103,0
3801506VK3830B,1,0,0,629,0
4203103VK3840C,1,0,0,293,0
4203105VK3840C,1,0,0,95,0
4403401VK3840C,1,0,0,328,0
4403402VK3840C,1,0,0,72,0
3997511VK3739H,1,0,0,85,0
3105518VK3830E,1,0,0,37,0
4508469VK3840H,4,0,0,204,0
4508472VK3840H,1,0,0,32,0
4508475VK3840H,1,0,0,32,0
4506603VK3840F,1,0,0,184,0
3105513VK3830E,1,0,0,535,0
4499307VK3840A,1,0,0,476,0
5103914VK3850C,1,0,0,28,0
4508483VK3840H,1,0,0,37,0
4508485VK3840H,1,0,0,37,0
4508490VK3840H,1,0,0,37,0
45084A2VK3840H,1,0,0,37,0
45084A6VK3840H,1,0,0,37,0
2803917VK3820D,1,0,0,122,0
3605702VK3830F,1,0,0,65,0
4403404VK3840C,1,0,0,290,0
5098926VK3749H,1,0,0,19,0
44993I5VK3840A,1,0,0,49,0
45084D2VK3840H,1,0,0,134,0
4497502VK3749G,1,0,0,32,0
4497503VK3749G,1,0,0,32,0
4497521VK3749G,1,0,0,32,0
4101207VK3840A,1,0,0,51,0
5098911VK3759G,1,0,0,54,0
5098915VK3759G,1,0,0,69,0
5098918VK3795G,1,0,0,55,0
5098921VK3759G,1,0,0,42,0
4896503VK3749F,1,0,0,61,0
5096707VK3759E,1,0,0,22,0
5096714VK3759E,1,0,0,22,0
5196315VK3759E,1,0,0,22,0
5196320VK3759E,1,0,0,36,0
5196323VK3759E,1,0,0,36,0
5196328VK3759E,1,0,0,36,0
4697619VK3749F,1,0,0,76,0
4499392VK3840A,1,0,0,11,0
4499384VK3840A,1,0,0,48,0
5096713VK3759E,1,0,0,22,0
5201215VK3850A,1,0,0,28,0
5201216VK3850A,1,0,0,28,0
5201221VK3850A,1,0,0,26,0
5201294VK3850A,1,0,0,68,0
5201296VK3850A,1,0,0,26,0
4301707VK3840A,1,0,0,32,0
2001269VK3820A,1,0,0,46,0
1007477VK3810G,1,0,0,48,0
9608573VK2890H,1,0,0,7,0
9608574VK2890H,1,0,0,7,0
0206324VK3800E,1,0,0,42,0
0007205VK3800E,1,0,0,92,0
9807607VK2890H,1,0,0,48,0
9807606VK2890H,1,0,0,38,0
9906607VK2890F,1,0,0,48,0
0505205VK3800F,1,0,0,51,0
0505210VK3800F,1,0,0,28,0
0505254VK3800F,1,0,0,24,0
0505244VK3800F,1,0,0,8,0
0305411VK3800E,1,0,0,20,0
0305102VK3800E,1,0,0,3,0
0305107VK3800E,1,0,0,8,0
0404901VK3800C,0,0,1,0,30
0404906VK3800C,1,0,0,37,0
0504104VK3800D,1,0,0,5,0
0504109VK3800D,1,0,0,31,0
0304511VK3800C,1,0,0,2,0
0304504VK3800C,1,0,0,22,0
0405207VK3800E,1,0,0,26,0
1305105VK3810E,1,0,0,55,0
1502801VK3810B,1,0,0,138,0
0905909VK3800F,1,0,0,70,0
9507602VK2890H,1,0,0,22,0
9707106VK2890F,1,0,0,16,0
1007452VK3810G,1,0,0,84,0
1007448VK3810G,1,0,0,101,0
1007439VK3810G,1,0,0,399,0
1106701VK3810E,1,0,0,77,0
1603903VK3810D,1,0,0,77,0
1704705VK3810D,1,0,0,104,0
2003603VK3820C,1,0,0,203,0
2001201VK3820A,1,0,0,35,0
2001225VK3820A,1,0,0,620,0
1303803VK3810C,1,0,0,646,0
1303804VK3810C,1,0,0,70,0
1402502VK3810D,1,0,0,30,0
1702202VK3810D,1,0,0,58,0
9312112VK2891A,1,0,0,86,0
9512501VK2891D,1,0,0,71,0
9512508VK2891D,1,0,0,33,0
9512513VK2891D,1,0,0,40,0
0010914VK3801A,1,0,0,248,0
0010919VK3801A,1,0,0,73,0
0508510VK3800H,1,0,0,62,0
0407507VK3800G,1,0,0,81,0
0707703VK3800F,1,0,0,296,0
0806616VK3800F,1,0,0,283,0
0806614VK3800F,1,0,0,349,0
0806604VK3800F,1,0,0,111,0
0804902VK3800D,1,0,0,43,0
1004903VK3810C,1,0,0,7,0
9608506VK2890H,8,0,0,8,0
9209704VK2890G,1,0,0,33,0
9209710VK2890G,1,0,0,9,0
9208506VK2890G,1,0,0,29,0
9208513VK2890G,1,0,0,7,0
9208514VK2890G,1,0,0,1,0
9208208VK2890G,1,0,0,3,0
9108704VK2890G,1,0,0,26,0
9608551VK2890H,1,0,0,53,0
1007419VK3810G,1,0,0,148,0
1303802VK3810C,1,0,0,44,0
0007210VK3800E,1,0,0,8,0
9807602VK2890H,1,0,0,34,0
9807704VK2890F,1,0,0,33,0
0505202VK3800F,1,0,0,11,0
0505251VK3800F,1,0,0,22,0
0504103VK3800D,1,0,0,23,0
0505237VK3800F,1,0,0,49,0
0107107VK3800E,1,0,0,25,0
0205205VK3800E,1,0,0,20,0
0503502VK3800D,1,0,0,31,0
9807711VK2890F,1,0,0,13,0
1501104VK3810B,1,0,0,41,0
9507607VK2890H,1,0,0,28,0
9507608VK2890H,1,0,0,27,0
3293625VK3739C,1,0,0,15,0
3293626VK3739C,1,0,0,16,0
4693453VK3749D,2,0,0,52,0
4590337VK3749B,1,0,0,32,0
5193416VK3759C,1,0,0,22,0
3196711VK3739E,1,0,0,106,0
4590351VK3749B,1,0,0,49,0
4590329VK3749B,1,0,0,56,0
3080601VK3738A,1,0,0,9,0
3080603VK3738A,1,0,0,9,0
3095908VK3739E,1,0,0,132,0
3194505VK3739C,1,0,0,25,0
3389823VK3738G,1,0,0,4,0
3294811VK3739C,1,0,0,21,0
5282103VK3758A,1,0,0,6,0
2986414VK3728F,1,0,0,24,0
3688509VK3738H,1,0,0,39,0
2990626VK3729B,1,0,0,18,0
4782402VK3748B,1,0,0,8,0
4992507VK3749D,1,0,0,20,0
3188421VK3738G,1,0,0,33,0
3188412VK3738G,1,0,0,39,0
3188431VK3738G,1,0,0,20,0
3582806VK3738B,1,0,0,4,0
3582808VK3738B,1,0,0,3,0
4284109VK3748C,1,0,0,9,0
4284116VK3748C,1,0,0,5,0
4187101VK3748E,1,0,0,3,0
3688520VK3738H,1,0,0,16,0
3092507VK3739C,1,0,0,7,0
4186902VK3748E,1,0,0,9,0
4186904VK3748E,1,0,0,12,0
3187104VK3738E,1,0,0,73,0
3987711VK3738F,1,0,0,27,0
4188968VK3748G,1,0,0,28,0
3082710VK3738C,1,0,0,2,0
4088115VK3748G,1,0,0,6,0
4088116VK3748G,1,0,0,6,0
3187121VK3738E,1,0,0,8,0
3187131VK3738E,1,0,0,40,0
3187133VK3738E,1,0,0,34,0
4394514VK3749C,1,0,0,146,0
4188976VK3748G,1,0,0,2,0
4093606VK3749C,1,0,0,41,0
3582302VK3738D,1,0,0,4,0
3582305VK3738D,1,0,0,4,0
3080606VK3738A,1,0,0,9,0
3895202VK3729F,1,0,0,13853,0
4585203VK3748F,1,0,0,44,0
3082102VK3738A,1,0,0,11,0
3081705VK3738A,1,0,0,2,0
3081709VK3738A,1,0,0,2,0
3081715VK3738A,1,0,0,2,0
3081719VK3738A,1,0,0,2,0
3081720VK3738A,1,0,0,2,0
4693425VK3749D,1,0,0,28,0
3092539VK3739C,1,0,0,20,0
4693438VK3749D,1,0,0,33,0
4693439VK3749D,1,0,0,34,0
4693434VK3749D,1,0,0,23,0
4693440VK3749D,1,0,0,16,0
4193412VK3749C,1,0,0,48,0
2794402VK3729D,8,0,0,86,0
2398213VK3729G,1,0,0,66,0
3294821VK3739C,1,0,0,4,0
2888432VK3728H,1,0,0,18,0
2693539VK3729D,1,0,0,6,0
2693540VK3729D,1,0,0,6,0
2693546VK3729D,1,0,0,6,0
4587482VK3748H,1,0,0,52,0
4294427VK3749C,1,0,0,21,0
2897730VK3729F,1,0,0,34,0
4293716VK3749C,1,0,0,26,0
4790730VK3749B,1,0,0,27,0
5090506VK3759A,1,0,0,56,0
3080902VK3738A,1,0,0,30,0
3080907VK3738A,1,0,0,5,0
3882734VK3738B,1,0,0,18,0
4681203VK3748B,1,0,0,5,0
2990641VK3729B,1,0,0,17,0
2990645VK3729B,1,0,0,23,0
2990604VK3729B,1,0,0,17,0
3188414VK3738G,1,0,0,84,0
3188425VK3738G,1,0,0,38,0
3188427VK3738G,1,0,0,25,0
41889B6VK3748G,1,0,0,50,0
4188921VK3748G,1,0,0,32,0
4188926VK3748G,1,0,0,23,0
4188988VK3748G,1,0,0,5,0
4188979VK3748G,1,0,0,32,0
4188982VK3748G,1,0,0,5,0
4781203VK3748B,1,0,0,10,0
4781901VK3748B,1,0,0,10,0
4781801VK3748B,1,0,0,4,0
3188440VK3738G,1,0,0,18,0
3188455VK3738G,1,0,0,20,0
3188406VK3738G,1,0,0,2,0
4188945VK3748G,1,0,0,5,0
2891734VK3729B,1,0,0,46,0
4880312VK3748B,1,0,0,8,0
4880301VK3748B,1,0,0,8,0
3188480VK3738G,1,0,0,101,0
3188465VK3738G,1,0,0,64,0
3188464VK3738G,1,0,0,53,0
3189205VK3738G,1,0,0,48,0
2982501VK3728D,1,0,0,4,0
3487903VK3738E,1,0,0,35,0
3290513VK3739A,1,0,0,24,0
4880610VK3748B,1,0,0,24,0
4880613VK3748B,1,0,0,16,0
4880604VK3748B,1,0,0,5,0
4190608VK3749A,1,0,0,15,0
3481110VK3738A,1,0,0,5,0
3481111VK3738A,1,0,0,5,0
3481115VK3738A,1,0,0,5,0
3382507VK3738C,1,0,0,8,0
5192303VK3759C,1,0,0,308,0
3187110VK3738E,1,0,0,8,0
3389829VK3738G,1,0,0,14,0
3389806VK3738G,1,0,0,11,0
4981905VK3748B,1,0,0,2,0
2790831VK3729B,1,0,0,25,0
2790821VK3729B,1,0,0,105,0
2790825VK3729B,1,0,0,28,0
3389810VK3738G,1,0,0,14,0
3389814VK3738G,1,0,0,14,0
3384209VK3738C,1,0,0,25,0
3384212VK3738C,1,0,0,16,0
3384215VK3738C,1,0,0,20,0
3384217VK3738C,1,0,0,9,0
2886641VK3728F,1,0,0,12,0
4980909VK3748B,1,0,0,7,0
5181302VK3758A,1,0,0,5,0
5181303VK3758A,1,0,0,4,0
2790827VK3729B,1,0,0,60,0
2897714VK3729F,1,0,0,110,0
3196703VK3739E,1,0,0,40,0
3194501VK3739C,1,0,0,44,0
3294804VK3739C,1,0,0,22,0
3191929VK3739A,10,0,0,230,0
3191933VK3739A,1,0,0,10,0
3191939VK3739A,1,0,0,10,0
4992501VK3749D,1,0,0,54,0
4992502VK3749D,1,0,0,63,0
4991208VK3749B,1,0,0,57,0
5181903VK3758A,1,0,0,3,0
3787928VK3738F,1,0,0,43,0
3294815VK3739C,1,0,0,25,0
3394730VK3739C,1,0,0,5,0
3191903VK3739A,1,0,0,12,0
3191905VK3739A,1,0,0,11,0
3092526VK3739C,1,0,0,33,0
4293704VK3749C,1,0,0,74,0
4392505VK3749F,1,0,0,29,0
5382306VK3758C,1,0,0,72,0
3887102VK3738F,1,0,0,3,0
3887104VK3738F,1,0,0,5,0
5180201VK3758A,1,0,0,3,0
3886506VK3738F,1,0,0,10,0
3496411VK3739E,1,0,0,70,0
4184723VK3748C,1,0,0,2,0
4284112VK3748C,1,0,0,5,0
4284115VK3748C,1,0,0,5,0
4284802VK3748C,1,0,0,7,0
4284818VK3748C,1,0,0,10,0
4284801VK3748C,1,0,0,5,0
3687745VK3738F,1,0,0,3,0
3687742VK3738F,1,0,0,1,0
3687741VK3738F,1,0,0,14,0
3494605VK3739C,1,0,0,22,0
3494607VK3739C,1,0,0,22,0
3494630VK3739C,1,0,0,56,0
2398210VK3729G,1,0,0,238,0
2988809VK3728H,1,0,0,8,0
5282803VK3758A,1,0,0,6,0
5282803VK4758A,1,0,0,27,0
2987308VK3728H,1,0,0,21,0
2987307VK3728H,1,0,0,21,0
3593710VK3739D,1,0,0,31,0
3792605VK3739B,1,0,0,17,0
4587450VK3748H,1,0,0,55,0
4383909VK3748C,1,0,0,3,0
4587408VK3748H,1,0,0,316,0
4587417VK3748H,1,0,0,63,0
4587420VK3748H,1,0,0,107,0
4587462VK3748H,1,0,0,92,0
4587424VK3748H,1,0,0,52,0
4587427VK3748H,1,0,0,60,0
4587465VK3748H,1,0,0,79,0
5281511VK3758A,1,0,0,5,0
5281512VK3758A,1,0,0,3,0
2986416VK3728F,1,0,0,1,0
5381201VK3758A,1,0,0,23,0
3792611VK3739B,1,0,0,22,0
4587435VK3748H,1,0,0,78,0
4483305VK3748C,1,0,0,20,0
4989117VK3748H,1,0,0,71,0
4989121VK3748H,1,0,0,102,0
5381204VK3758A,1,0,0,43,0
5381205VK3758A,1,0,0,5,0
3688502VK3738H,1,0,0,32,0
3688507VK3738H,1,0,0,37,0
3791110VK3739B,1,0,0,11,0
3682114VK3738B,1,0,0,4,0
4286911VK3748E,1,0,0,3,0
4286907VK3748E,1,0,0,3,0
3777912VK3737H,5,0,0,55,0
4583106VK3748D,1,0,0,19,0
4582512VK3748C,1,0,0,1,0
4481806VK3748A,1,0,0,3,0
3890208VK3739B,1,0,0,26,0
3990305VK3739B,1,0,0,5,0
4194323VK3749C,1,0,0,53,0
4194320VK3749C,1,0,0,48,0
4286917VK3748E,1,0,0,3,0
4682307VK3748D,1,0,0,2,0
4682501VK3748D,1,0,0,3,0
2789802VK3728H,1,0,0,2,0
2789809VK3728H,1,0,0,7,0
2789810VK3728H,1,0,0,13,0
4391452VK3749A,1,0,0,26,0
4391461VK3749A,1,0,0,36,0
4391471VK3749A,1,0,0,2,0
4391478VK3749A,1,0,0,13,0
3983802VK3738D,1,0,0,18,0
3882712VK3738B,1,0,0,14,0
3882715VK3738B,1,0,0,18,0
3882720VK3738B,1,0,0,18,0
2789825VK3728H,1,0,0,14,0
2888423VK3728H,1,0,0,65,0
2888426VK3728H,1,0,0,18,0
2990622VK3729B,1,0,0,35,0
2990623VK3729B,1,0,0,38,0
2990630VK3729B,1,0,0,25,0
4391481VK3749A,1,0,0,30,0
4391480VK3749A,1,0,0,10,0
4391420VK3749A,1,0,0,30,0
4391429VK3749A,1,0,0,19,0
4391435VK3749A,1,0,0,46,0
4391436VK3749A,1,0,0,52,0
4391438VK3749A,1,0,0,24,0
3886511VK3738F,1,0,0,6,0
3887124VK3738F,1,0,0,18,0
3188488VK3738G,1,0,0,16,0
3188489VK3738G,1,0,0,15,0
4782412VK3748B,1,0,0,19,0
3582409VK3738D,1,0,0,7,0
4194322VK3749C,1,0,0,45,0
2987306VK3728H,1,0,0,38,0
3389802VK3738G,1,0,0,51,0
4587426VK3748H,1,0,0,61,0
2990658VK3729B,1,0,0,16,0
4683701VK3748D,1,0,0,42,0
3777916VK3737H,6,0,0,74,0
4294418VK3749C,1,0,0,6,0
4782403VK3748B,1,0,0,8,0
3593703VK3739D,1,0,0,31,0
3593707VK3739D,1,0,0,31,0
4980901VK3748B,1,0,0,5,0
2990602VK3729B,1,0,0,34,0
2790828VK3729B,1,0,0,30,0
4590310VK3749B,1,0,0,96,0
4590326VK3749B,8,0,0,208,0
2886625VK3728F,1,0,0,31,0
2886631VK3728F,1,0,0,36,0
5181707VK3758A,1,0,0,7,0
5392501VK3759C,1,0,0,85,0
4391488VK3749A,1,0,0,11,0
3294806VK3739C,1,0,0,70,0
3293607VK3739C,1,0,0,7,0
4391469VK3749A,1,0,0,34,0
4391476VK3749A,1,0,0,11,0
5390718VK3759A,1,0,0,34,0
3882723VK3738B,1,0,0,18,0
3882736VK3738B,1,0,0,18,0
5281113VK3758A,1,0,0,1,0
4989111VK3748H,2,0,0,44,0
4989109VK3748H,2,0,0,64,0
4989105VK3748H,2,0,0,64,0
4989133VK3748H,1,0,0,37,0
2891714VK3729B,1,0,0,46,0
2982504VK3728D,1,0,0,4,0
4184721VK3748C,1,0,0,4,0
4188906VK3748G,1,0,0,7,0
3384211VK3738C,1,0,0,26,0
4381509VK3748A,1,0,0,9,0
4391445VK3749A,1,0,0,26,0
4391446VK3749A,1,0,0,26,0
3290506VK3739A,1,0,0,13,0
3290524VK3739A,1,0,0,2,0
41889C8VK3748G,1,0,0,19,0
3290525VK3739A,1,0,0,7,0
3293629VK3739C,1,0,0,14,0
3293630VK3739C,1,0,0,19,0
4590361VK3749B,1,0,0,18,0
4590344VK3749B,1,0,0,65,0
4590343VK3749B,1,0,0,25,0
4790721VK3749B,1,0,0,52,0
4790716VK3749B,1,0,0,30,0
7230311VK3773A,1,0,0,94,0
8038220VK3783G,1,0,0,98,0
8138209VK3783G,1,0,0,99,0
7636412VK3773F,1,0,0,6,0
7735724VK3773F,1,0,0,109,0
7940620VK3774B,1,0,0,273,0
7940607VK3774B,1,0,0,53,0
7232418VK3773C,1,0,0,220,0
7535514VK3773F,1,0,0,4,0
7431204VK3773A,1,0,0,62,0
7232827VK3773A,2,0,0,55,0
7832608VK3773B,1,0,0,34,0
7832616VK3773B,1,0,0,34,0
8441405VK3784A,1,0,0,393,0
8341704VK3784A,1,0,0,334,0
8340607VK3784A,0,0,1,0,66
7537416VK3773F,1,0,0,30,0
7538113VK3773H,1,0,0,27,0
7834908VK3773D,1,0,0,82,0
6623820VK3762D,0,0,1,0,398
6227111VK3762E,1,0,0,17,0
6227107VK3762E,1,0,0,17,0
6627602VK3762H,1,0,0,108,0
6935308VK3763F,1,0,0,244,0
6131903VK3763A,1,0,0,137,0
5921501VK3752B,0,0,1,0,85
6118313VK3761G,0,0,1,0,110
2701302VK3720B,1,0,0,3,0
4117509VK3741G,1,0,0,117,0
5024101VK3752C,0,2,0,192,0
4620903VK3742B,1,0,0,148,0
2701306VK3720B,1,0,0,11,0
2701307VK3720B,1,0,0,29,0
2701310VK3720B,1,0,0,3,0
2701312VK3720B,1,0,0,4,0
4021608VK3742A,1,0,0,19,0
3919305VK4732B,1,0,0,168,0
45091C6VK3740H,1,0,0,4,0
4509182VK3740H,1,0,0,10,0
4509196VK3740H,1,0,0,19,0
4004902VK4840C,1,0,0,12,0
3606303VK3730F,0,0,1,0,124
4004928VK4840C,1,0,0,26,0
4509188VK3740H,1,0,0,4,0
5197202VK3659G,0,0,1,0,116
4714212VK3741B,1,0,0,17,0
45091A5VK3740H,1,0,0,7,0
6121227VK4762A,0,0,1,0,200
6319401VK4761G,0,0,1,0,81
4235221VK4743E,1,1,0,1465,0
4240120VK4744A,0,0,1,0,88
4360611VK4746A,1,0,0,102,0
4460914VK4746A,1,0,0,130,0
4748716VK4744H,1,0,0,2,0
5061209VK4756A,1,0,0,227,0
5762910VK4756B,1,0,0,125,0
5765617VK4756F,2,0,0,47,0
5457812VK4755E,1,0,0,109,0
4662601VK4746D,1,0,0,29,0
5468115VK4756G,1,0,0,38,0
5970401VK4757B,1,0,0,25,0
6070004VK4767A,1,0,0,8,0
5767102VK4756F,1,0,0,180,0
5468612VK4756G,1,0,0,218,0
5766901VK4756F,0,0,1,0,8
5476123VK4757E,1,0,0,23,0
5473614VK4757C,1,0,0,38,0
5271728VK4757A,1,0,0,6,0
4284005VK4848C,1,0,0,1192,0
4284504VK4848C,1,0,0,24,0
4687029VK4748H,0,1,0,116,0
4187709VK4848E,1,0,0,140,0
4292119VK4849A,2,0,0,32,0
4387210VK4848E,1,0,0,101,0
4390717VK4849A,1,0,0,14,0
4390719VK4849A,1,0,0,7,0
4391221VK4849A,1,0,0,25,0
4087209VK4848E,1,0,0,8,0
4391213VK4849A,1,0,0,17,0
3898003VK4839H,2,0,0,36,0
3898006VK4839H,1,0,0,1302,0
3318222VK4831G,1,0,0,265,0
3403919VK4830C,1,0,0,55,0
8584010VK4788D,1,0,0,1,0
8584015VK4788D,1,0,0,1,0
8584017VK4788D,1,0,0,1,0
8182618VK4788C,1,0,0,14,0
8086129VK4788E,1,0,0,15,0
8482316VK4788C,1,0,0,52,0
7784814VK4778D,1,0,0,27,0
8084201VK4788C,1,0,0,16,0
8183901VK4788C,1,0,0,108,0
8283804VK4788C,1,0,0,33,0
8283809VK4788C,1,0,0,29,0
8283808VK4788C,1,0,0,30,0
8182612VK4788C,1,0,0,22,0
8182606VK4788C,1,0,0,49,0
8182002VK4788A,1,0,0,12,0
8182009VK4788A,1,0,0,29,0
8182012VK4788A,1,0,0,25,0
8182020VK4788A,1,0,0,20,0
8083413VK4788C,4,0,0,36,0
8083431VK4788C,1,0,0,29,0
8083433VK4788C,1,0,0,29,0
8083434VK4788C,1,0,0,29,0
7782023VK4778D,1,0,0,15,0
7782015VK4778D,1,0,0,16,0
8086102VK4788E,1,0,0,31,0
8086108VK4788E,1,0,0,19,0
8383612VK4788C,1,0,0,37,0
8482317VK4788C,1,0,0,37,0
8083435VK4788C,1,0,0,23,0
8182622VK4788C,1,0,0,2,0
7885401VK4778F,4,0,0,89,0
8086144VK4788E,1,0,0,11,0
8185026VK4788E,1,0,0,25,0
8183907VK4788C,1,0,0,10,0
8383409VK4788C,1,0,0,18,0
8482319VK4788C,1,0,0,40,0
8083428VK4788C,1,0,0,55,0
8584021VK4788D,1,0,0,1,0
7282429VK4778C,1,0,0,46,0
7282406VK4778C,1,0,0,13,0
7282412VK4778C,1,0,0,47,0
8382020VK4788A,1,0,0,21,0
8183926VK4788C,1,0,0,16,0
7383804VK4778C,1,0,0,15,0
7383807VK4778C,1,0,0,14,0
7383808VK4778C,1,0,0,14,0
7383813VK4778C,1,0,0,14,0
7383817VK4778C,1,0,0,14,0
8383417VK4788C,1,0,0,43,0
60920K4VK4759B,1,0,0,27,0
6890201VK4769B,1,0,0,33,0
6092055VK4759B,1,0,0,22,0
6092060VK4759B,1,0,0,36,0
6092063VK4759B,1,0,0,34,0
4985401VK4748F,1,0,0,38,0
4985403VK4748F,1,0,0,25,0
4986604VK4748F,1,0,0,29,0
4987701VK4748F,1,0,0,1,0
4987706VK4748F,1,0,0,4,0
60920B1VK4759B,1,0,0,74,0
6092041VK4759B,1,0,0,22,0
4985407VK4748F,1,0,0,29,0
4985420VK4748F,1,0,0,16,0
4987711VK4748F,1,0,0,47,0
60920C0VK4759B,1,0,0,27,0
60920D7VK4759B,1,0,0,46,0
60920H7VK4759B,1,0,0,19,0
60920F9VK4759B,1,0,0,46,0
60920H6VK4759B,1,0,0,14,0
5686015VK4758F,1,0,0,56,0
5484041VK4758D,1,0,0,243,0
5484013VK4758D,1,0,0,66,0
5484031VK4758D,1,0,0,82,0
5484061VK4758D,1,0,0,59,0
5484066VK4758D,1,0,0,78,0
6092007VK4759B,1,0,0,30,0
6092016VK4759B,1,0,0,32,0
5783052VK4758D,1,0,0,68,0
